id,slug,titulo,destino,departamento,km,duracion,dificultad,superficie,mejor_epoca,moto_recomendada,resumen,tips,gasolina_tip,hospedaje,gastronomia,gps_destino,gps_paradas,imagen_url,wp_link,created_at,updated_at,destino_norm,titulo_norm
1000534b-3827-45ca-a78f-e76ea1261be3,medellin-san-jerónimo,Medellín – San Jerónimo,San Jerónimo,Antioquia,55,1-1.5 horas,Intermedia,Pavimentada con curvas técnicas,Todo el año,Naked / Sport / Adventure 150cc+,"San Jerónimo es el primer pueblo cálido del Occidente antioqueño bajando desde Medellín. Clima templado, mangos en las calles y ambiente relajado. Punto de inicio del Occidente. La ruta baja con curvas desde Santa Fe de Antioquia.","Punto de paso hacia Santa Fe, Sopetrán y el resto del Occidente. Llevar ropa ligera, el calor empieza aquí.",Tanquear en Medellín o en San Jerónimo para continuar el Occidente.,Posadas y fincas de recreo disponibles. Zona muy visitada los fines de semana.,"Mango biche con sal, arroz con pollo y pescado de río. El clima cálido pide limonada.",,,,https://ridera.com.co/rutas/medellin-san-jerónimo/,2026-07-22 03:26:49.272997+00,2026-07-22 03:26:49.272997+00,san jeronimo,medellin - san jeronimo
125a2312-3de6-4488-9e49-71cff1244bfd,medellin-san-jose-de-la-montana,Medellín – San José de la Montaña,San José de la Montaña,Antioquia,90,1.5-2 horas,Intermedia,Pavimentada con curvas de montaña,Todo el año,Naked / Sport / Adventure 150cc+,"San José de la Montaña está en lo alto del Belmira, uno de los municipios más fríos de Antioquia. Ruta de subida espectacular con páramos, lagunas y el famoso Páramo de Belmira. Para amantes del frío y los ecosistemas de altura.",Llevar ropa de abrigo fuerte. Temperatura puede bajar a 4°C. El Páramo de Belmira y la laguna La Salada son los atractivos principales. Ruta muy recomendada para fines de semana fríos.,Tanquear en Medellín o Don Matías. Estación disponible en San José.,Posadas y hospedajes disponibles. Algunos con chimenea para el frío.,"Sopa de frijoles, sancocho de gallina y chocolate santafereño. Comida de páramo perfecta para el frío.",,,,https://ridera.com.co/rutas/medellin-san-jose-de-la-montana/,2026-07-22 03:25:13.326683+00,2026-07-22 03:25:13.326683+00,san jose de la montana,medellin - san jose de la montana
13797a32-390b-4817-a97a-e3189bf2c6e5,medellin-concordia,Medellín – Concordia,Concordia,Antioquia,120,2.5-3 horas,Intermedia,Pavimentada en buen estado,Todo el año,Naked / Sport / Adventure 150cc+,"Concordia es el municipio del Suroeste antioqueño conocido por la producción de mora y la tranquilidad campesina. Parque bonito, iglesia colonial y una vista a los cafetales que rodean el pueblo. Sin turismo masivo.",Buena parada de camino al Suroeste profundo. La mora de Concordia es de las mejores de Antioquia. Combinar con visita a Andes haciendo loop.,Tanquear en Medellín o Ciudad Bolívar. Estación disponible en Concordia.,Posadas sencillas en el parque principal.,"Mora y sus derivados, bandeja paisa y café de la región.",,,,https://ridera.com.co/rutas/medellin-concordia/,2026-07-22 03:27:33.258249+00,2026-07-22 03:27:33.258249+00,concordia,medellin - concordia
15dbcc0d-639f-4ed4-bb54-a6d42064f582,medellin-belmira,Medellín – Belmira (Páramo),Belmira,Antioquia,75,2-2.5 horas,Intermedia,Pavimentada con subida técnica al páramo,"Jul-Ago, Dic-Feb (días claros)",Adventure / Naked 150cc+,"75 km subiendo al único páramo de Antioquia a 3.200 metros. La niebla, los frailejones y la laguna de Belmira son únicos en el departamento. Temperatura de 8°C en el páramo, vías de subida técnicas con curvas cerradas y vistas que quitan el aliento (literalmente, a esa altura).","Salir antes de las 8am para llegar al páramo antes de que entre la niebla del mediodía. Llevá ropa de frío real: guantes, pasamontañas, chubasquero. La laguna El Morro está a 3 km de Belmira en camino de tierra — Adventure recomendada. Moto debe estar bien calibrada para altura.","Llená en Medellín. En Belmira hay una sola estación. 150cc≈$25k, 250cc≈$32k ida.","Hotel El Páramo, Hostal La Neblina, fincas turísticas en la entrada del páramo.","Chocolate caliente con queso, mazamorra, tamales, arepas de chócolo. El frío hace que todo sepa mejor.","6.6068,-75.6679","[{'km': 35, 'gps': '6.5780,-75.5023', 'nombre': 'San José de la Montaña'}, {'km': 75, 'gps': '6.6068,-75.6679', 'nombre': 'Belmira'}]",,https://ridera.com.co/rutas/medellin-belmira/,2026-07-14 02:57:00.969793+00,2026-07-14 02:57:00.969793+00,belmira,medellin - belmira (paramo)
18af06c4-4a41-4357-b333-ff7f413a23e0,medellin-caracoli,Medellín – Caracolí,Caracolí,Antioquia,155,3 horas,Fácil,Pavimentada en buen estado,Todo el año,Cualquier moto 100cc+,"Caracolí es el municipio más tranquilo del Magdalena Medio, con arquitectura republicana bien conservada y gente amable. Ruta corta y fácil que baja desde la montaña al calor del Magdalena.","Ruta corta, ideal para salida de un día. Explorar el centro histórico y el mirador sobre el embalse de El Peñol aguas abajo. Llevar ropa ligera.",Tanquear en Medellín. Hay estación en Puerto Berrío si se extiende el viaje.,Casas de huéspedes en el parque principal.,Bandeja paisa con toque Magdalena Medio. Los chicharrones y la mazamorra son especiales.,,,,https://ridera.com.co/rutas/medellin-caracoli/,2026-07-22 03:22:20.865109+00,2026-07-22 03:22:20.865109+00,caracoli,medellin - caracoli
1c95e1ec-b7eb-4413-a7d0-21fdff90279b,bogota-villa-de-leyva-boyaca,Bogotá – Villa de Leyva (Loop Boyacá),Villa de Leyva,Boyacá,190,3-3.5 horas,Principiante,Pavimentada en buen estado,"Todo el año, mejor temporada seca",Cualquier moto 125cc+,"190 km desde Bogotá hasta el pueblo colonial más conservado de Colombia. Villa de Leyva con sus calles de piedra, el desierto de Iguaque, el Pozos Azules y el Fossil de la ballena jurásica. Ruta clásica del rider bogotano con paisaje de altiplano y sabana.",La vía Bogotá-Tunja es autopista rápida (100 km). El desvío a Villa de Leyva desde Tunja son 40 km más de carretera secundaria. El pueblo no tiene circulación vehicular en el centro — parqueá en los lotes externos (≈$10.000). Los Pozos Azules están a 3 km del pueblo.,"Estaciones en autopista y en Tunja. 125cc≈$62k, 200cc≈$78k ida.","Hotel Duruelo (colonial, el mejor), Casa La Guaca, Posada San Agustín. Reservar en temporada.","Cocido boyacense (plato de 8 ingredientes), longaniza, obleas con arequipe, chicha de maíz, amasijos boyacenses.","5.6347,-73.5258","[{'km': 130, 'gps': '5.5353,-73.3678', 'nombre': 'Tunja'}, {'km': 190, 'gps': '5.6347,-73.5258', 'nombre': 'Villa de Leyva'}]",,https://ridera.com.co/rutas/bogota-villa-de-leyva/,2026-07-14 03:00:12.682421+00,2026-07-14 03:00:12.682421+00,villa de leyva,bogota - villa de leyva (loop boyaca)
23353fdc-d73d-4fd8-9458-0b106ca02d46,medellin-venecia,Medellín – Venecia,Venecia,Antioquia,100,2-2.5 horas,Intermedia,Pavimentada en buen estado,Todo el año,Naked / Sport / Adventure 150cc+,Venecia (antes Bolombolo) es un municipio cálido del Suroeste sobre el río Cauca. Pueblo tranquilo con piscinas naturales y el contraste del calor seco después de la montaña fría. Puente colgante colonial sobre el Cauca.,"Llevar ropa de baño si se quiere ir al río Cauca. Clima cálido, llevar hidratación. Buena ruta corta para el fin de semana.",Tanquear en Medellín o Caldas. En Venecia hay estación en el parque.,Posadas y hospedajes sencillos disponibles.,Pescado de río y sancocho trifásico. La mazamorra fría es perfecta para el calor.,,,,https://ridera.com.co/rutas/medellin-venecia/,2026-07-22 03:24:09.488994+00,2026-07-22 03:24:09.488994+00,venecia,medellin - venecia
259ab0ee-c31d-49cb-8790-792cb8804cda,medellin-toledo-ant,Medellín – Toledo,Toledo,Antioquia,200,4-4.5 horas,Experta,Mixta con tramos exigentes,Dic–Mar,Adventure / Enduro 200cc+ con experiencia,Toledo es un municipio remoto del Norte antioqueño que limita con el departamento de Córdoba. Ruta de aventura pura por trochas y caminos poco transitados. Para riders de enduro o doble propósito con experiencia.,"Solo para motos todoterreno. Salir muy temprano. Municipio poco conectado, ir bien preparado con herramienta, comida y comunicación.",Tanquear en Yarumal. El combustible en Toledo puede ser escaso. Llevar bidón.,Posada básica. Llevar saco de dormir por las dudas.,Comida campesina muy básica. Llevar provisiones propias.,,,,https://ridera.com.co/rutas/medellin-toledo-ant/,2026-07-22 03:25:13.326683+00,2026-07-22 03:25:13.326683+00,toledo,medellin - toledo
262c519b-79cc-4d99-9dca-f7dd02e5a85b,medellin-tamesis,Medellín – Támesis (Montañas y Café),Támesis,Antioquia,135,2.5 – 3 horas,Intermedia,Autopista Sur + carretera departamental sinuosa con buen pavimento.,Todo el año. Llevar chaqueta.,Cualquier moto.,Támesis es uno de los municipios más bonitos y auténticos del Suroeste. Zona cafetera de alta calidad. El Cerro Cristo Rey con la estatua de Cristo es el hito del municipio. Arquitectura paisa tradicional muy bien conservada. Poco turismo masivo.,Salir por autopista Sur hasta La Pintada y continuar al Suroeste hacia Támesis. La ruta es sinuosa y muy bonita. Subir al Cerro Cristo Rey para vista panorámica de los cafetales.,Gasolineras en La Pintada y Támesis.,Hoteles en el municipio.,"Café de especialidad, trucha, frijoles, mazamorra, chicharrón.","5.6667,-75.7000","[{'lat': 5.756, 'lon': -75.607, 'nombre': 'La Pintada'}, {'lat': 5.788, 'lon': -75.78, 'nombre': 'Jericó (parada opcional)'}]",,https://ridera.com.co/rutas/medellin-tamesis/,2026-07-22 03:18:37.299402+00,2026-07-22 03:18:37.299402+00,tamesis,medellin - tamesis (montanas y cafe)
26aba76b-bbaa-4a99-9de6-2e33cdb6aba6,medellin-dabeiba,Medellín – Dabeiba,Dabeiba,Antioquia,195,3.5-4 horas,Intermedia,Pavimentada en buen estado,Todo el año,Naked / Sport / Adventure 150cc+,Dabeiba es la puerta hacia Urabá desde el Occidente antioqueño. Municipio de transición entre la montaña y la selva húmeda tropical. Desde aquí el clima cambia drásticamente y empieza el trópico urababeño.,"Punto de paso clave hacia Apartadó, Chigorodó y el Caribe. Tanquear bien en Dabeiba para continuar a Urabá. El descenso desde la montaña es espectacular.",Tanquear en Medellín y de nuevo en Dabeiba. Hay estaciones disponibles en el parque.,Hotel disponible en el parque principal.,Comida de transición entre el interior y el trópico. Bandeja paisa mezclada con platanitos.,,,,https://ridera.com.co/rutas/medellin-dabeiba/,2026-07-22 03:26:49.272997+00,2026-07-22 03:26:49.272997+00,dabeiba,medellin - dabeiba
2880fbdd-e712-4f4f-8e0e-ecfd2212df0e,medellin-santa-fe-antioquia,Medellín – Santa Fe de Antioquia,Santa Fe de Antioquia,Antioquia,80,1.5-2 horas,Principiante,"Pavimentada, autopista y vía secundaria","Oct-Mar (temporada seca), evitar Apr-May por lluvias",Cualquier moto 125cc+,"80 km de descenso hacia el occidente antioqueño hasta el pueblo colonial más caliente y más bonito de Antioquia. El túnel de Occidente recorta el camino, pero los que saben toman la vía vieja con curvas al Río Cauca. Calor de 32°C, salpicón, río y calle empedrada.","El Túnel de Occidente cobra peaje (motos ≈$5.000). Si querés el paisaje completo, tomá la vía vieja antes del túnel — más curvas, más bonita. En el pueblo el parqueadero para motos está frente al parque. El río Cauca está a 10 min en moto desde el pueblo.","Llená en Medellín. 125cc≈$26k, 200cc≈$33k ida.","Hotel Mariscal Robledo, Posada del Comendador, Hotel Guacamayo. Buen precio entre semana.","Salpicón de frutas, sancocho de gallina criolla, bandeja paisa, cazuela de fríjoles. Helados de paila en el parque principal.","6.5555,-75.8274","[{'km': 30, 'gps': '6.5184,-75.7093', 'nombre': 'Túnel de Occidente'}, {'km': 80, 'gps': '6.5555,-75.8274', 'nombre': 'Santa Fe de Antioquia'}]",,https://ridera.com.co/rutas/medellin-santa-fe-antioquia/,2026-07-14 02:55:17.859136+00,2026-07-14 02:55:17.859136+00,santa fe de antioquia,medellin - santa fe de antioquia
2c6658f0-187a-430b-85ce-2b916efbb65b,medellin-guarne,Medellín – Guarne,Guarne,Antioquia,28,35-45 min,Principiante,Pavimentada en buen estado,Todo el año,Cualquier moto 100cc+,Guarne es la puerta del Oriente antioqueño desde Medellín. Municipio industrial y campesino a la vez. La vía Las Palmas sube desde Medellín con curvas espectaculares con vista al Valle de Aburrá. Primera parada del Oriente.,La vía Las Palmas tiene las mejores curvas de salida de Medellín. Parque mirador con vista panorámica al Valle. Buen café de camino.,Estaciones disponibles en Guarne.,Varios hoteles y fincas de recreo. Zona muy desarrollada.,Corriente antioqueño y fritanga. Buena oferta gastronómica campesina.,,,,https://ridera.com.co/rutas/medellin-guarne/,2026-07-22 03:26:49.272997+00,2026-07-22 03:26:49.272997+00,guarne,medellin - guarne
2d4ef88c-2c54-4413-92b2-a28609577692,medellin-girardota,Medellín – Girardota,Girardota,Antioquia,25,35-45 min,Principiante,Pavimentada en buen estado,Todo el año,Cualquier moto 100cc+,"Girardota es famosa por el Santuario del Señor Caído, uno de los lugares de devoción más importantes de Antioquia. Pueblo tranquilo al norte del Valle de Aburrá con buena gastronomía campesina y ambiente devoto.",El Santuario del Señor Caído recibe miles de peregrinos. Ir entre semana para evitar la multitud. Ambiente muy tranquilo y seguro.,Estaciones disponibles en el parque y la vía principal.,Posadas y hostales disponibles cerca al santuario.,"Arepas de chócolo, chicharrón y tamales antioqueños. Ambiente de mercado campesino los domingos.",,,,https://ridera.com.co/rutas/medellin-girardota/,2026-07-22 03:26:14.283625+00,2026-07-22 03:26:14.283625+00,girardota,medellin - girardota
2e6919f3-a56f-4d23-947b-0d62d392160b,loop-eje-cafetero,Loop Eje Cafetero (Triangulo del Café),Salento – Armenia – Pereira – Manizales,Quindío / Risaralda / Caldas,350,2-3 días,Intermedia,Pavimentada en excelente estado,"Dic-Feb, Jun-Ago",Cualquier moto 150cc+,"El triángulo perfecto de Colombia: Salento-Armenia-Montenegro (Parque del Café)-Pereira-Santa Rosa de Cabal-Manizales. Valle del Cocora, palmas de cera de 60m, termales naturales, fincas cafeteras y arquitectura republicana. 350 km que condensan lo mejor del Eje Cafetero.",El Parque Nacional del Café en Montenegro (QND) es para ir en jeep Willys desde Armenia. Los Termales de Santa Rosa (vía San Vicente o Santa Rosa) son los mejores termales de Colombia. En Manizales subí al mirador del Cable Aéreo. El Valle del Cocora se recorre a pie o en caballo (≈$30.000).,Estaciones en las 3 ciudades principales. 150cc≈$115k todo el loop.,Salento: La Serrana Eco-Hostel. Santa Rosa: Termales Santa Rosa Hotel. Manizales: Hotel Termales del Ruiz.,"Trucha, bandeja paisa, buñuelos, tamales cafeteros, café de origen en cada finca, waffles de Salento.","4.6377,-75.5640","[{'km': 0, 'gps': '4.5339,-75.6811', 'nombre': 'Armenia'}, {'km': 35, 'gps': '4.6377,-75.5640', 'nombre': 'Salento'}, {'km': 120, 'gps': '4.8140,-75.6961', 'nombre': 'Pereira'}, {'km': 160, 'gps': '4.8700,-75.6100', 'nombre': 'Santa Rosa de Cabal'}, {'km': 230, 'gps': '5.0703,-75.5140', 'nombre': 'Manizales'}]",,https://ridera.com.co/rutas/loop-eje-cafetero/,2026-07-14 03:00:12.682421+00,2026-07-14 03:00:12.682421+00,salento - armenia - pereira - manizales,loop eje cafetero (triangulo del cafe)
